nu,n,round_mode,rht,n_trials_per_cell,effect_block,effect_block_ci_low,effect_block_ci_high,effect_scale,effect_scale_ci_low,effect_scale_ci_high,interaction,interaction_ci_low,interaction_ci_high,effect_block_significant,effect_scale_significant,interaction_significant,dominant_factor
15,1024,rtne,True,1000,-0.057122083376801136,-0.06194022223668849,-0.042713725619526244,-0.15333066282219043,-0.1561518910893675,-0.15145738931198197,-0.03186816391955727,-0.03484546678748448,-0.028989933573305062,True,True,True,scale
15,1024,sr,False,1000,-0.04875520014465273,-0.05801207756485537,-0.04390735722670058,-0.18184569833180397,-0.18424313720287558,-0.17935787405327344,-0.028886252219642472,-0.031606905896431045,-0.02595871573750881,True,True,True,scale
15,1024,sr,True,1000,-0.04906701226348176,-0.05655136097769614,-0.038881680336624314,-0.15313029289720426,-0.15597256838541987,-0.15121370699446424,-0.02649126963655224,-0.029696484221905958,-0.02371412406704641,True,True,True,scale
15,4096,rtne,False,1000,-0.06030096463251322,-0.06649813395002158,-0.052959813842564304,-0.1869380530805227,-0.18872157814329735,-0.1846659010151472,-0.03328216631900904,-0.036072217271556004,-0.030589562456545493,True,True,True,scale
15,4096,rtne,True,1000,-0.05598916281209476,-0.061753752871387846,-0.04817144834097942,-0.15316425097665842,-0.15522696818829965,-0.15112322537786643,-0.030356148896519386,-0.03281572653969032,-0.027640383063739015,True,True,True,scale
15,4096,sr,False,1000,-0.054761978150825286,-0.06022284435915637,-0.04600203836306349,-0.18009542427943614,-0.1818242843903212,-0.17748170924849224,-0.027597122205939684,-0.029980885314215076,-0.024790406194043494,True,True,True,scale
15,4096,sr,True,1000,-0.04699375870723799,-0.05727127914608765,-0.039728141470195766,-0.15131992902269165,-0.15369107090771253,-0.1491011446746958,-0.02856369652298607,-0.031336605055176325,-0.02566846719619647,True,True,True,scale
30,16,rtne,False,1000,0.009249851015101562,-0.002969161359034588,0.020386316702146967,-0.18161583346680743,-0.18387021467072798,-0.1790308539456327,0.0033043081204571223,-0.0015638668964165971,0.007549610243518155,False,True,False,scale
30,16,rtne,True,1000,0.007645741629251912,-0.007740361067583075,0.018578299906944817,-0.17287994948249352,-0.17508940121923133,-0.17121589409120444,-0.0002721455707508369,-0.004977831256340313,0.003532652376666044,False,True,False,scale
30,16,sr,False,1000,-0.001586218916858062,-0.009310671279752323,0.009357698588573271,-0.17807529643485198,-0.18003653367265002,-0.17589134624278588,-0.0016575519266477379,-0.00588376543938711,0.0029533829998556888,False,True,False,scale
30,16,sr,True,1000,-0.003293309338177508,-0.015266408291650546,0.0031936482145598077,-0.1705334686233444,-0.17317460934035048,-0.16796531104143314,0.0031030916120728946,-0.0018996940371150957,0.008833645972143917,False,True,False,scale
30,64,rtne,False,1000,-0.06091259563952489,-0.06873740559438701,-0.05210293055236237,-0.17133933596488937,-0.17339542359918103,-0.16852959869426373,-0.03100811795163949,-0.034310320370154135,-0.02797862317602461,True,True,True,scale
30,64,rtne,True,1000,-0.03817273012205291,-0.05505745194264389,-0.03534663590486975,-0.1595125043944532,-0.161701464364276,-0.15785617329271262,-0.03124470699514914,-0.034412188569381844,-0.02775664627813679,True,True,True,scale
30,64,sr,False,1000,-0.033275542191730345,-0.05328259328906712,-0.022225134819153336,-0.1650335919792596,-0.16724271832683035,-0.1629722565466218,-0.02639176922043074,-0.030039638061526718,-0.022345952952669248,True,True,True,scale
30,64,sr,True,1000,-0.05198996775347453,-0.05811947087215419,-0.03840486851410476,-0.15707207495805653,-0.15946613581755203,-0.15493253782324623,-0.026521668346711547,-0.02939407754853147,-0.021645667809109894,True,True,True,scale
30,256,rtne,False,1000,-0.05893869410765529,-0.06402406866636845,-0.0466298270715404,-0.17192699915979048,-0.17513629717853574,-0.16861680203038693,-0.03269520051452002,-0.03539571715614844,-0.029996463732624948,True,True,True,scale
30,256,rtne,True,1000,-0.041941840037661215,-0.055664851801640935,-0.03688023784320649,-0.16122039347436257,-0.16273869342172598,-0.15925950593100702,-0.02771679254830861,-0.03078488753298376,-0.025103463129487125,True,True,True,scale
30,256,sr,False,1000,-0.04953864000331265,-0.06336433516068052,-0.038479483546431936,-0.1668447610767414,-0.16863015421993716,-0.1650501235252237,-0.026654831378693622,-0.030404480148181378,-0.023752382104954232,True,True,True,scale
30,256,sr,True,1000,-0.051779905707973306,-0.05535036025440476,-0.04506733828401632,-0.15663271993676453,-0.15852002087406739,-0.15427794002705936,-0.028354168112864286,-0.031105647978704097,-0.025260664702749014,True,True,True,scale
30,1024,rtne,False,1000,-0.052221221803266715,-0.058334864193358094,-0.047211084114295795,-0.1724508566797649,-0.17427408010140089,-0.17084657450865523,-0.028762384947775388,-0.031286376413725114,-0.025990355145071486,True,True,True,scale
30,1024,rtne,True,1000,-0.042486326773488514,-0.05168751030623575,-0.03631254049428989,-0.16045193481836328,-0.16270915333284075,-0.15857557689624538,-0.03279270514087962,-0.03591968619156294,-0.030116949596169153,True,True,True,scale
30,1024,sr,False,1000,-0.0590856270565876,-0.06104303531230393,-0.04672497783296665,-0.1690299957633279,-0.17114716744677477,-0.1673448114232202,-0.0279854886029014,-0.030521258853061693,-0.02497987836380995,True,True,True,scale
30,1024,sr,True,1000,-0.06296725161886751,-0.06455472301675602,-0.047672772083714614,-0.15610166785183832,-0.15838430584755817,-0.15427863844349718,-0.028939810768210172,-0.03151753209928361,-0.02573373183812127,True,True,True,scale
30,4096,rtne,False,1000,-0.05611962143427185,-0.06118796228357494,-0.043135947177344036,-0.1739444676579236,-0.17657402206807654,-0.17042155369891018,-0.029215092665135778,-0.032463157299526826,-0.026333685426483514,True,True,True,scale
30,4096,rtne,True,1000,-0.051294083752098096,-0.05565765419553159,-0.04163317745195272,-0.15954597691402483,-0.16186113544866312,-0.15786556129361626,-0.02818896014287109,-0.030958918146855675,-0.024965863510446697,True,True,True,scale
30,4096,sr,False,1000,-0.043645102628758536,-0.05263088617906184,-0.03872208801799013,-0.16614511047135228,-0.16818076834726242,-0.16386086783601764,-0.028208726686631103,-0.03108166831518866,-0.025093415976217663,True,True,True,scale
30,4096,sr,True,1000,-0.06040368089496706,-0.06559980731404025,-0.05158748849576611,-0.15588890360742536,-0.15761848811792167,-0.15405251162799313,-0.024143724761056085,-0.026744407894320178,-0.021482768523152163,True,True,True,scale
gaussian,16,rtne,False,1000,0.012829703280323734,-0.001487953571792211,0.018948962131808855,-0.17291490589758451,-0.1752166554418116,-0.17082623666059638,0.001147122182024951,-0.0032331640229681822,0.005561805166849197,False,True,False,scale
gaussian,16,rtne,True,1000,0.004171706977543543,-0.004112367133531691,0.012798603683501497,-0.17511577853524551,-0.17710148264727707,-0.17289720951653312,-0.0007111434118933779,-0.00465731394417702,0.0037883761760723438,False,True,False,scale
gaussian,16,sr,False,1000,0.008386043717681702,0.0027206758633177676,0.013433303284268717,-0.1695025492408755,-0.17213185772343031,-0.16726088570312417,0.00012406253080010643,-0.00420483292271786,0.0051100089740978676,True,True,False,scale
gaussian,16,sr,True,1000,-0.005176210629310063,-0.017118835549455588,0.009240131885517311,-0.17033651172691178,-0.17267371872290124,-0.16815616574290584,0.001676580492110169,-0.002929138015104593,0.006191571872515785,False,True,False,scale
gaussian,64,rtne,False,1000,-0.052219399820068624,-0.056989696244005295,-0.04425044447467208,-0.16212956497598974,-0.16456707052179337,-0.16017105568983908,-0.02878620037080637,-0.03198233098444051,-0.02534857052554289,True,True,True,scale
gaussian,64,rtne,True,1000,-0.04848525302068296,-0.060013685462918076,-0.03916039410147665,-0.1625708612157446,-0.1645437270332131,-0.16061107648764672,-0.024429272795846835,-0.02745165139210819,-0.021393607853634058,True,True,True,scale
gaussian,64,sr,False,1000,-0.04636351044533127,-0.06027013604155185,-0.03653187416668818,-0.1570301913548393,-0.16011303459928886,-0.154858830150492,-0.021939276642438887,-0.02526679833662557,-0.01801551127521065,True,True,True,scale
gaussian,64,sr,True,1000,-0.049737553171659954,-0.05463369347698287,-0.042513658276992494,-0.15779414151512894,-0.15985096294850737,-0.155394600220603,-0.021388329905549952,-0.02471542882823966,-0.017830543635921448,True,True,True,scale
gaussian,256,rtne,False,1000,-0.044467637138700056,-0.060758492387570584,-0.03514007706953581,-0.16217209153972245,-0.1639751745146496,-0.15971350943878287,-0.030297759190312412,-0.0328941431565555,-0.026944814231487316,True,True,True,scale
gaussian,256,rtne,True,1000,-0.0513541368866397,-0.05596728838226994,-0.04730402344453566,-0.16485221932554062,-0.16690048195501864,-0.16228377293850235,-0.03225947356156045,-0.0350886666670384,-0.02910339151755577,True,True,True,scale
gaussian,256,sr,False,1000,-0.056228963010585,-0.0625624904282116,-0.04695870557846759,-0.15906456280307424,-0.1609289429403679,-0.15625345320836811,-0.02498909144179251,-0.027799108705919617,-0.021572013052578033,True,True,True,scale
gaussian,256,sr,True,1000,-0.04706519289672961,-0.0533751270255155,-0.040419925515046806,-0.15695512648136045,-0.15902680599900326,-0.15465431940532767,-0.024698568655195707,-0.02744663263738163,-0.021693404994350997,True,True,True,scale
gaussian,1024,rtne,False,1000,-0.05015119880250829,-0.055331792653223744,-0.04317912963317028,-0.16179256702838174,-0.1634349842840323,-0.15978234723030574,-0.029414440666778674,-0.03207052004139863,-0.02652714258757516,True,True,True,scale
gaussian,1024,rtne,True,1000,-0.05490963598505871,-0.0631211043724429,-0.048356051189392346,-0.16371422794827595,-0.16577432236013484,-0.16122800666130288,-0.027942916805014484,-0.030671079873203853,-0.025542446356692495,True,True,True,scale
gaussian,1024,sr,False,1000,-0.042373915809406526,-0.04587978445050922,-0.03958386660937041,-0.15680247577813766,-0.15953673448887817,-0.1551983830086467,-0.02455378150378884,-0.02800747497264313,-0.021876908877238345,True,True,True,scale
gaussian,1024,sr,True,1000,-0.05087227595555888,-0.05550816475092546,-0.0461035777364952,-0.15813980750362955,-0.16056015938652407,-0.15616743554068263,-0.027513436997285368,-0.030814749798542127,-0.0248926888319414,True,True,True,scale
gaussian,4096,rtne,False,1000,-0.04159376999116482,-0.059560085211379565,-0.032960765115427115,-0.16236699299980195,-0.16427467294236003,-0.1599062971646666,-0.028090462803829652,-0.030901867578173526,-0.02552321724055029,True,True,True,scale
gaussian,4096,rtne,True,1000,-0.07274293270117127,-0.07552232298266848,-0.059263465243295066,-0.1609115908991452,-0.1635635319894848,-0.15916428706359997,-0.027732881962802658,-0.0306949372715843,-0.025214359456838163,True,True,True,scale
gaussian,4096,sr,False,1000,-0.05124888264181848,-0.05601731949104849,-0.044485237585670134,-0.16048756492462424,-0.16198927233772878,-0.15868272540627854,-0.027324136786861963,-0.030146540553500877,-0.024667075936095788,True,True,True,scale
gaussian,4096,sr,True,1000,-0.04721159398791919,-0.05770891408176482,-0.04075389615330405,-0.1599550279218258,-0.1618675760932572,-0.15829430761593638,-0.02523128348178183,-0.02801812251629383,-0.022147745958199152,True,True,True,scale
